pathogen,PathogenID,PathogenTaxID,PathogenType,Host,HostID,HostTaxID
bussuquara virus,3502595,64304,virus,alouatta caraya,3433402,9502
dengue virus,3437782,12637,virus,alouatta caraya,3433402,9502
giardia intestinalis,3427309,5741,protozoa,alouatta caraya,3433402,9502
hepatovirus a,3437161,12092,virus,alouatta caraya,3433402,9502
human herpesvirus 1,3434715,10298,virus,alouatta caraya,3433402,9502
ilheus virus,3494389,59563,virus,alouatta caraya,3433402,9502
leptospira interrogans,3418416,173,bacteria,alouatta caraya,3433402,9502
plasmodium falciparum,3427449,5833,protozoa,alouatta caraya,3433402,9502
saimiriine herpesvirus 2,3434845,10381,virus,alouatta caraya,3433402,9502
salmonella enterica,3443028,28901,bacteria,alouatta caraya,3433402,9502
st. louis encephalitis virus,3435876,11080,virus,alouatta caraya,3433402,9502
toxoplasma gondii,3427408,5811,protozoa,alouatta caraya,3433402,9502
trypanosoma cruzi,3427225,5693,protozoa,alouatta caraya,3433402,9502
trypanosoma minasense,3536226,83893,protozoa,alouatta caraya,3433402,9502
trypanoxyuris minutus,25871317,1630202,helminth,alouatta caraya,3433402,9502
una virus,3493929,59304,virus,alouatta caraya,3433402,9502
vaccinia virus,3434622,10245,virus,alouatta caraya,3433402,9502
west nile virus,3435880,11082,virus,alouatta caraya,3433402,9502
yellow fever virus,3435894,11089,virus,alouatta caraya,3433402,9502
alouatta guariba papillomavirus 1,26205630,1784959,virus,alouatta guariba,3654168,182256
endolimax nana,3583545,110788,protozoa,alouatta guariba,3654168,182256
giardia intestinalis,3427309,5741,protozoa,alouatta guariba,3654168,182256
klebsiella pneumoniae,3419031,573,bacteria,alouatta guariba,3654168,182256
plasmodium falciparum,3427449,5833,protozoa,alouatta guariba,3654168,182256
plasmodium malariae,3427495,5858,protozoa,alouatta guariba,3654168,182256
plasmodium simium,3427497,5859,protozoa,alouatta guariba,3654168,182256
plasmodium vivax,3427491,5855,protozoa,alouatta guariba,3654168,182256
pneumocystis carinii,3425792,4754,fungi,alouatta guariba,3654168,182256
simian foamy virus,3436513,11642,virus,alouatta guariba,3654168,182256
trypanosoma lewisi,3427229,5695,protozoa,alouatta guariba,3654168,182256
trypanoxyuris minutus,25871317,1630202,helminth,alouatta guariba,3654168,182256
yellow fever virus,3435894,11089,virus,alouatta guariba,3654168,182256
ascaris lumbricoides,3428142,6252,helminth,alouatta palliata,3445691,30589
entamoeba coli,3583502,110766,protozoa,alouatta palliata,3445691,30589
escherichia coli,3419013,562,bacteria,alouatta palliata,3445691,30589
plasmodium brasilianum,3427432,5824,protozoa,alouatta palliata,3445691,30589
plasmodium malariae,3427495,5858,protozoa,alouatta palliata,3445691,30589
trypanoxyuris minutus,25871317,1630202,helminth,alouatta palliata,3445691,30589
trypanoxyuris multilabiatus,26752735,1859124,helminth,alouatta palliata,3445691,30589
giardia intestinalis,3427309,5741,protozoa,alouatta pigra,3654165,182253
leishmania mexicana,3427184,5665,protozoa,alouatta pigra,3654165,182253
trypanosoma cruzi,3427225,5693,protozoa,alouatta pigra,3654165,182253
trypanoxyuris minutus,25871317,1630202,helminth,alouatta pigra,3654165,182253
trypanoxyuris pigrae,26752737,1859125,helminth,alouatta pigra,3654165,182253
west nile virus,3435880,11082,virus,alouatta pigra,3654165,182253
blastocystis hominis,3437968,12968,protozoa ,alouatta seniculus,3433404,9503
giardia intestinalis,3427309,5741,protozoa,alouatta seniculus,3433404,9503
manzanilla virus,3632764,159139,virus,alouatta seniculus,3433404,9503
mayaro virus,3493923,59301,virus,alouatta seniculus,3433404,9503
plasmodium brasilianum,3427432,5824,protozoa,alouatta seniculus,3433404,9503
simian foamy virus,3436513,11642,virus,alouatta seniculus,3433404,9503
toxoplasma gondii,3427408,5811,protozoa,alouatta seniculus,3433404,9503
trypanosoma cruzi,3427225,5693,protozoa,alouatta seniculus,3433404,9503
trypanosoma rangeli,3427235,5698,protozoa,alouatta seniculus,3433404,9503
yellow fever virus,3435894,11089,virus,alouatta seniculus,3433404,9503
alcelaphine herpesvirus 1,3452140,35252,virus,ammotragus lervia,3434086,9899
alcelaphine herpesvirus 2,3613989,138184,virus,ammotragus lervia,3434086,9899
aoudad malignant catarrhal fever virus,3788217,333343,virus,ammotragus lervia,3434086,9899
camelostrongylus mentulatus,3483300,53334,helminth,ammotragus lervia,3434086,9899
cryptosporidium parvum,3427400,5807,protozoa,ammotragus lervia,3434086,9899
elaeophora schneideri,26535697,1769799,helminth,ammotragus lervia,3434086,9899
escherichia coli,3419013,562,bacteria,ammotragus lervia,3434086,9899
haemonchus contortus,3428209,6289,helminth,ammotragus lervia,3434086,9899
marshallagia marshalli,3576891,106947,helminth,ammotragus lervia,3434086,9899
mycobacterium avium,3420872,1764,bacteria,ammotragus lervia,3434086,9899
mycobacterium bovis,3420874,1765,bacteria,ammotragus lervia,3434086,9899
mycoplasma mycoides,3421395,2102,bacteria,ammotragus lervia,3434086,9899
nematodirus abnormalis,22682563,-1,helminth,ammotragus lervia,3434086,9899
nematodirus filicollis,3498310,61840,helminth,ammotragus lervia,3434086,9899
nematodirus helvetianus,3498313,61842,helminth,ammotragus lervia,3434086,9899
nematodirus spathiger,3498312,61841,helminth,ammotragus lervia,3434086,9899
neobalantidium coli,3514322,71585,protozoa,ammotragus lervia,3434086,9899
neospora caninum,3443483,29176,protozoa,ammotragus lervia,3434086,9899
ostertagia leptospicularis,3482347,52815,helminth,ammotragus lervia,3434086,9899
ostertagia lyrata,3515632,72296,helminth,ammotragus lervia,3434086,9899
ostertagia ostertagi,3428253,6317,helminth,ammotragus lervia,3434086,9899
skrjabinema ovis,22680845,-1,helminth,ammotragus lervia,3434086,9899
teladorsagia circumcincta,3469527,45464,helminth,ammotragus lervia,3434086,9899
teladorsagia trifurcata,26745615,1213752,helminth,ammotragus lervia,3434086,9899
toxoplasma gondii,3427408,5811,protozoa,ammotragus lervia,3434086,9899
trichostrongylus capricola,3603292,126400,helminth,ammotragus lervia,3434086,9899
trichostrongylus colubriformis,3428257,6319,helminth,ammotragus lervia,3434086,9899
trichostrongylus probolurus,3483292,53330,helminth,ammotragus lervia,3434086,9899
trichostrongylus vitrinus,3460657,40352,helminth,ammotragus lervia,3434086,9899
dengue virus,3437782,12637,virus,anoura geoffroyi,3622836,148021
trypanosoma dionisii,3526023,78083,protozoa,anoura geoffroyi,3622836,148021
cao bang virus,3894939,451711,virus,anourosorex squamipes,3604317,127560
hantavirus yn05-484,24657749,1093935,virus,anourosorex squamipes,3604317,127560
hantavirus yn05-494,24657750,1093936,virus,anourosorex squamipes,3604317,127560
hantavirus yn05-83,24657753,1093939,virus,anourosorex squamipes,3604317,127560
lianghe virus,26302880,1314973,virus,anourosorex squamipes,3604317,127560
cao bang virus,3894939,451711,virus,anourosorex yamashinai,3732626,268756
xinyi virus,26302906,1405799,virus,anourosorex yamashinai,3732626,268756
chlamydia pecorum,3540018,85991,bacteria,antechinus agilis,3849064,400481
macropodid herpesvirus 1,3613342,137443,virus,antechinus agilis,3849064,400481
macropodid herpesvirus 2,3535416,83440,virus,antechinus agilis,3849064,400481
patricialina hickmani,27619175,1589288,helminth,antechinus agilis,3849064,400481
chlamydia pecorum,3540018,85991,bacteria,antechinus flavipes,3457988,38775
escherichia coli,3419013,562,bacteria,antechinus flavipes,3457988,38775
macropodid herpesvirus 1,3613342,137443,virus,antechinus flavipes,3457988,38775
macropodid herpesvirus 2,3535416,83440,virus,antechinus flavipes,3457988,38775
tetrabothriostrongylus mackerrasae,3777257,321382,helminth,antechinus stuartii,3433045,9283
toxoplasma gondii,3427408,5811,protozoa,antechinus stuartii,3433045,9283
anatrichosoma haycocki,3596791,119101,helminth,antechinus swainsonii,3433047,9284
bacillus anthracis,3420278,1392,bacteria,antidorcas marsupialis,3494315,59523
chlamydophila abortus,3535622,83555,bacteria,antidorcas marsupialis,3494315,59523
clostridium perfringens,3420448,1502,bacteria,antidorcas marsupialis,3494315,59523
dictyocaulus viviparus,3443479,29172,helminth,antidorcas marsupialis,3494315,59523
escherichia coli,3419013,562,bacteria,antidorcas marsupialis,3494315,59523
haemonchus bedfordi,22682305,1701398,helminth,antidorcas marsupialis,3494315,59523
haemonchus contortus,3428209,6289,helminth,antidorcas marsupialis,3494315,59523
lumpy skin disease virus,3494289,59509,virus,antidorcas marsupialis,3494315,59523
moniezia benedeni,3687444,218196,helminth,antidorcas marsupialis,3494315,59523
mycobacterium tuberculosis,3420890,1773,bacteria,antidorcas marsupialis,3494315,59523
nematodirus spathiger,3498312,61841,helminth,antidorcas marsupialis,3494315,59523
rift valley fever virus,3436428,11588,virus,antidorcas marsupialis,3494315,59523
springbok herpesvirus 1,3757161,299472,virus,antidorcas marsupialis,3494315,59523
springbok herpesvirus 2,3757162,299473,virus,antidorcas marsupialis,3494315,59523
trichostrongylus axei,3460651,40349,helminth,antidorcas marsupialis,3494315,59523
alcelaphine herpesvirus 1,3452140,35252,virus,antilocapra americana,3434070,9891
anaplasma marginale,3419326,770,bacteria,antilocapra americana,3434070,9891
bluetongue virus,3460148,40051,virus,antilocapra americana,3434070,9891
border disease virus,3811043,358764,virus,antilocapra americana,3434070,9891
bovine adenovirus b,3606496,129950,virus,antilocapra americana,3434070,9891
bovine adenovirus f,3800077,346178,virus,antilocapra americana,3434070,9891
bovine herpesvirus 1,3434755,10320,virus,antilocapra americana,3434070,9891
bovine respiratory syncytial virus,3436161,11246,virus,antilocapra americana,3434070,9891
bovine viral diarrhea virus 1,3435911,11099,virus,antilocapra americana,3434070,9891
brucella abortus,3418510,235,bacteria,antilocapra americana,3434070,9891
campylobacter jejuni,3418453,197,bacteria,antilocapra americana,3434070,9891
capillaria hepatica,22682343,1239592,helminth,antilocapra americana,3434070,9891
coxiella burnetii,3419338,777,bacteria,antilocapra americana,3434070,9891
entamoeba bovis,4089518,715123,protozoa,antilocapra americana,3434070,9891
epizootic hemorrhagic disease virus,3460152,40054,virus,antilocapra americana,3434070,9891
escherichia coli,3419013,562,bacteria,antilocapra americana,3434070,9891
fusobacterium necrophorum,3419444,859,bacteria,antilocapra americana,3434070,9891
haemonchus contortus,3428209,6289,helminth,antilocapra americana,3434070,9891
leptospira interrogans,3418416,173,bacteria,antilocapra americana,3434070,9891
parelaphostrongylus tenuis,3623119,148309,helminth,antilocapra americana,3434070,9891
pasteurella multocida,3419291,747,bacteria,antilocapra americana,3434070,9891
pilobolus kleinii,3724765,259997,fungi,antilocapra americana,3434070,9891
pronghorn antelope pestivirus,3660347,188938,virus,antilocapra americana,3434070,9891
toxoplasma gondii,3427408,5811,protozoa,antilocapra americana,3434070,9891
trichostrongylus axei,3460651,40349,helminth,antilocapra americana,3434070,9891
trypanosoma cervi,25871313,1321767,protozoa,antilocapra americana,3434070,9891
clostridium perfringens,3420448,1502,bacteria,antilope cervicapra,3494319,59525
enterocytozoon bieneusi,3446436,31281,fungi,antilope cervicapra,3494319,59525
equid herpesvirus 1,3434767,10326,virus,antilope cervicapra,3494319,59525
escherichia coli,3419013,562,bacteria,antilope cervicapra,3494319,59525
foot-and-mouth disease virus,3437188,12110,virus,antilope cervicapra,3494319,59525
listeria monocytogenes,3420671,1639,bacteria,antilope cervicapra,3494319,59525
mycobacterium tuberculosis,3420890,1773,bacteria,antilope cervicapra,3494319,59525
neospora caninum,3443483,29176,protozoa,antilope cervicapra,3494319,59525
orf virus,3434647,10258,virus,antilope cervicapra,3494319,59525
ovine herpesvirus 2,3434872,10398,virus,antilope cervicapra,3494319,59525
parelaphostrongylus tenuis,3623119,148309,helminth,antilope cervicapra,3494319,59525
salmonella enterica,3443028,28901,bacteria,antilope cervicapra,3494319,59525
toxoplasma gondii,3427408,5811,protozoa,antilope cervicapra,3494319,59525
rabies virus,3436242,11292,virus,antrozous pallidus,3433313,9440
trypanosoma dionisii,3526023,78083,protozoa,antrozous pallidus,3433313,9440
human herpesvirus 1,3434715,10298,virus,aotus azarai,3445694,30591
leishmania braziliensis,3427177,5660,protozoa,aotus azarai,3445694,30591
plasmodium inui,3481409,52288,protozoa,aotus azarai,3445694,30591
trypanoxyuris atelis,3792874,338318,helminth,aotus azarai,3445694,30591
trypanoxyuris atelophora,25871315,1630203,helminth,aotus azarai,3445694,30591
trypanoxyuris microon,3792873,338317,helminth,aotus azarai,3445694,30591
plasmodium inui,3481409,52288,protozoa,aotus griseimembra,3750784,292213
plasmodium inui,3481409,52288,protozoa,aotus lemurinus,3465487,43147
campylobacter jejuni,3418453,197,bacteria,aotus nancymaae,3455479,37293
dipetalonema caudispina,25871205,1766039,helminth,aotus nancymaae,3455479,37293
escherichia coli,3419013,562,bacteria,aotus nancymaae,3455479,37293
klebsiella pneumoniae,3419031,573,bacteria,aotus nancymaae,3455479,37293
plasmodium inui,3481409,52288,protozoa,aotus nancymaae,3455479,37293
plasmodium simium,3427497,5859,protozoa,aotus nancymaae,3455479,37293
schistosoma mansoni,3428017,6183,helminth,aotus nancymaae,3455479,37293
trypanosoma rangeli,3427235,5698,protozoa,aotus nancymaae,3455479,37293
plasmodium brasilianum,3427432,5824,protozoa,aotus nigriceps,3490207,57175
plasmodium simium,3427497,5859,protozoa,aotus nigriceps,3490207,57175
toxoplasma gondii,3427408,5811,protozoa,aotus nigriceps,3490207,57175
aotine herpesvirus 1,3477913,50290,virus,aotus trivirgatus,3433408,9505
candidatus mycoplasma aoti,4170248,871300,bacteria,aotus trivirgatus,3433408,9505
dipetalonema gracile,3690852,221945,helminth,aotus trivirgatus,3433408,9505
entamoeba histolytica,3427334,5759,protozoa,aotus trivirgatus,3433408,9505
enterococcus faecalis,3420213,1351,bacteria,aotus trivirgatus,3433408,9505
escherichia coli,3419013,562,bacteria,aotus trivirgatus,3433408,9505
hepatovirus a,3437161,12092,virus,aotus trivirgatus,3433408,9505
human herpesvirus 1,3434715,10298,virus,aotus trivirgatus,3433408,9505
human herpesvirus 4,3434835,10376,virus,aotus trivirgatus,3433408,9505
influenza a virus,3436278,11320,virus,aotus trivirgatus,3433408,9505
klebsiella pneumoniae,3419031,573,bacteria,aotus trivirgatus,3433408,9505
macaca mulatta polyomavirus 1,26205414,1891767,virus,aotus trivirgatus,3433408,9505
measles virus,3436138,11234,virus,aotus trivirgatus,3433408,9505
pegivirus a,25866305,1307800,virus,aotus trivirgatus,3433408,9505
plasmodium brasilianum,3427432,5824,protozoa,aotus trivirgatus,3433408,9505
plasmodium inui,3481409,52288,protozoa,aotus trivirgatus,3433408,9505
plasmodium simium,3427497,5859,protozoa,aotus trivirgatus,3433408,9505
pneumocystis carinii,3425792,4754,fungi,aotus trivirgatus,3433408,9505
respiratory syncytial virus,3437828,12814,virus,aotus trivirgatus,3433408,9505
saimiriine herpesvirus 1,3434796,10353,virus,aotus trivirgatus,3433408,9505
saimiriine herpesvirus 2,3434845,10381,virus,aotus trivirgatus,3433408,9505
schistosoma haematobium,3428021,6185,helminth,aotus trivirgatus,3433408,9505
schistosoma japonicum,3428015,6182,helminth,aotus trivirgatus,3433408,9505
schistosoma mansoni,3428017,6183,helminth,aotus trivirgatus,3433408,9505
simian immunodeficiency virus,3436648,11723,virus,aotus trivirgatus,3433408,9505
simian-human immunodeficiency virus,3491033,57667,virus,aotus trivirgatus,3433408,9505
torque teno virus,3509728,68887,virus,aotus trivirgatus,3433408,9505
trypanosoma rangeli,3427235,5698,protozoa,aotus trivirgatus,3433408,9505
trypanoxyuris microon,3792873,338317,helminth,aotus trivirgatus,3433408,9505
dipetalonema caudispina,25871205,1766039,helminth,aotus vociferans,3490209,57176
plasmodium brasilianum,3427432,5824,protozoa,aotus vociferans,3490209,57176
aelurostrongylus abstrusus,3777263,321389,helminth,apodemus agrarius,3458388,39030
anaplasma bovis,3658321,186733,bacteria,apodemus agrarius,3458388,39030
anaplasma phagocytophilum,3419585,948,bacteria,apodemus agrarius,3458388,39030
apodemus agrarius rhadinovirus 1,3765575,308716,virus,apodemus agrarius,3458388,39030
babesia microti,3427514,5868,protozoa,apodemus agrarius,3458388,39030
bartonella bacilliformis,3419332,774,bacteria,apodemus agrarius,3458388,39030
bartonella grahamii,3448640,33045,bacteria,apodemus agrarius,3458388,39030
bartonella henselae,3457197,38323,bacteria,apodemus agrarius,3458388,39030
